"RXCUI","NDC","YEAR","MONTH"
852275,"36987-2930-3",1972,8
852275,"36987-2930-4",1972,8
852275,"36987-2931-1",1972,8
852275,"36987-2931-2",1972,8
852275,"36987-2931-3",1972,8
852275,"36987-2931-4",1972,8
897361,"36987-2932-1",1972,8
897361,"36987-2932-2",1972,8
897361,"36987-2932-3",1972,8
897361,"36987-2932-4",1972,8
1044517,"36987-2933-1",2009,12
1044517,"36987-2933-2",2009,12
1044517,"36987-2933-3",2009,12
1044517,"36987-2933-4",2009,12
1044517,"36987-2934-1",2009,12
1044517,"36987-2934-2",2009,12
1044517,"36987-2934-3",2009,12
1044517,"36987-2934-4",2009,12
1044519,"36987-2935-1",2009,12
1044519,"36987-2935-2",2009,12
1044519,"36987-2935-3",2009,12
1044519,"36987-2935-4",2009,12
1044519,"36987-2936-1",2009,12
1044519,"36987-2936-2",2009,12
1044519,"36987-2936-3",2009,12
1044519,"36987-2936-4",2009,12
1232614,"36987-2937-1",2009,12
1232614,"36987-2937-2",2009,12
1232614,"36987-2937-3",2009,12
1232614,"36987-2937-4",2009,12
852143,"36987-2938-1",2009,12
852143,"36987-2938-2",2009,12
852143,"36987-2938-3",2009,12
852143,"36987-2938-4",2009,12
852143,"36987-2939-1",2009,12
852143,"36987-2939-2",2009,12
852143,"36987-2939-3",2009,12
852143,"36987-2939-4",2009,12
1044515,"36987-2940-1",2009,12
1044515,"36987-2940-2",2009,12
1044515,"36987-2940-3",2009,12
1044515,"36987-2940-4",2009,12
1013885,"36987-2941-1",1972,8
1013885,"36987-2941-2",1972,8
1013885,"36987-2941-3",1972,8
1013885,"36987-2941-4",1972,8
1013885,"36987-2942-1",1972,8
1013885,"36987-2942-2",1972,8
1013885,"36987-2942-3",1972,8
1013885,"36987-2942-4",1972,8
1013910,"36987-2943-1",1972,8
1013910,"36987-2943-2",1972,8
1013910,"36987-2943-3",1972,8
1013910,"36987-2943-4",1972,8
1013910,"36987-2944-1",1972,8
1013910,"36987-2944-2",1972,8
1013910,"36987-2944-3",1972,8
1013910,"36987-2944-4",1972,8
1013912,"36987-2945-1",1972,8
1013912,"36987-2945-2",1972,8
1013912,"36987-2945-3",1972,8
1013912,"36987-2945-4",1972,8
900773,"36987-2946-1",1972,8
900773,"36987-2946-2",1972,8
900773,"36987-2946-3",1972,8
900773,"36987-2946-4",1972,8
900773,"36987-2947-1",1972,8
900773,"36987-2947-2",1972,8
900773,"36987-2947-3",1972,8
900773,"36987-2947-4",1972,8
1013883,"36987-2948-1",1972,8
1013883,"36987-2948-2",1972,8
1013883,"36987-2948-3",1972,8
1013883,"36987-2948-4",1972,8
1014444,"36987-2949-1",1972,8
1014444,"36987-2949-2",1972,8
1014444,"36987-2949-3",1972,8
1014444,"36987-2949-4",1972,8
1014444,"36987-2950-1",1972,8
1014444,"36987-2950-2",1972,8
1014444,"36987-2950-3",1972,8
1014444,"36987-2950-4",1972,8
1014699,"36987-2951-1",1972,8
1014699,"36987-2951-2",1972,8
1014699,"36987-2951-3",1972,8
1014699,"36987-2951-4",1972,8
1014699,"36987-2952-1",1972,8
1014699,"36987-2952-2",1972,8
1014699,"36987-2952-3",1972,8
1014699,"36987-2952-4",1972,8
1193018,"36987-2953-1",1972,8
1193018,"36987-2953-2",1972,8
1193018,"36987-2953-3",1972,8
1193018,"36987-2953-4",1972,8
1014363,"36987-2954-1",1972,8
1014363,"36987-2954-2",1972,8
1014363,"36987-2954-3",1972,8
1014363,"36987-2954-4",1972,8
1014363,"36987-2955-1",1972,8
1014363,"36987-2955-2",1972,8
1014363,"36987-2955-3",1972,8
1014363,"36987-2955-4",1972,8
1014442,"36987-2956-1",1972,8
1014442,"36987-2956-2",1972,8
1014442,"36987-2956-3",1972,8
1014442,"36987-2956-4",1972,8
1044267,"36987-2957-1",1972,8
1044267,"36987-2957-2",1972,8
1044267,"36987-2957-3",1972,8
1044267,"36987-2957-4",1972,8
1044267,"36987-2958-1",1972,8
1044267,"36987-2958-2",1972,8
1044267,"36987-2958-3",1972,8
1044267,"36987-2958-4",1972,8
1013873,"36987-2959-1",1972,8
1013873,"36987-2959-2",1972,8
1013873,"36987-2959-3",1972,8
1013873,"36987-2959-4",1972,8
1013873,"36987-2960-1",1972,8
1013873,"36987-2960-2",1972,8
1013873,"36987-2960-3",1972,8
1013873,"36987-2960-4",1972,8
1013875,"36987-2961-1",1972,8
1013875,"36987-2961-2",1972,8
1013875,"36987-2961-3",1972,8
1013875,"36987-2961-4",1972,8
852719,"36987-2962-1",1972,8
852719,"36987-2962-2",1972,8
852719,"36987-2962-3",1972,8
852719,"36987-2962-4",1972,8
852719,"36987-2963-1",1972,8
852719,"36987-2963-2",1972,8
852719,"36987-2963-3",1972,8
852719,"36987-2963-4",1972,8
1044261,"36987-2964-1",1972,8
1044261,"36987-2964-2",1972,8
1044261,"36987-2964-3",1972,8
1044261,"36987-2964-4",1972,8
900738,"36987-2965-1",1972,8
900738,"36987-2965-2",1972,8
900738,"36987-2965-3",1972,8
900738,"36987-2965-4",1972,8
900738,"36987-2966-1",1972,8
900738,"36987-2966-2",1972,8
900738,"36987-2966-3",1972,8
900738,"36987-2966-4",1972,8
900740,"36987-2967-1",1972,8
900740,"36987-2967-2",1972,8
900740,"36987-2967-3",1972,8
900740,"36987-2967-4",1972,8
900740,"36987-2968-1",1972,8
900740,"36987-2968-2",1972,8
900740,"36987-2968-3",1972,8
900740,"36987-2968-4",1972,8
900742,"36987-2969-1",1972,8
900742,"36987-2969-2",1972,8
900742,"36987-2969-3",1972,8
900742,"36987-2969-4",1972,8
900734,"36987-2970-1",1972,8
900734,"36987-2970-2",1972,8
900734,"36987-2970-3",1972,8
900734,"36987-2970-4",1972,8
900734,"36987-2971-1",1972,8
900734,"36987-2971-2",1972,8
900734,"36987-2971-3",1972,8
900734,"36987-2971-4",1972,8
900736,"36987-2972-1",1972,8
900736,"36987-2972-2",1972,8
900736,"36987-2972-3",1972,8
900736,"36987-2972-4",1972,8
1013925,"36987-2973-1",1972,8
1013925,"36987-2973-2",1972,8
1013925,"36987-2973-3",1972,8
1013925,"36987-2973-4",1972,8
1013925,"36987-2974-1",1972,8
1013925,"36987-2974-2",1972,8
1013925,"36987-2974-3",1972,8
1013925,"36987-2974-4",1972,8
1013927,"36987-2975-1",1972,8
1013927,"36987-2975-2",1972,8
1013927,"36987-2975-3",1972,8
1013927,"36987-2975-4",1972,8
1013927,"36987-2976-1",1972,8
1013927,"36987-2976-2",1972,8
1013927,"36987-2976-3",1972,8
1013927,"36987-2976-4",1972,8
1193022,"36987-2977-1",1972,8
1193022,"36987-2977-2",1972,8
1193022,"36987-2977-3",1972,8
1193022,"36987-2977-4",1972,8
1013916,"36987-2978-1",1972,8
1013916,"36987-2978-2",1972,8
1013916,"36987-2978-3",1972,8
1013916,"36987-2978-4",1972,8
1013916,"36987-2979-1",1972,8
1013916,"36987-2979-2",1972,8
1013916,"36987-2979-3",1972,8
1013916,"36987-2979-4",1972,8
1013923,"36987-2980-1",1972,8
1013923,"36987-2980-2",1972,8
1013923,"36987-2980-3",1972,8
1013923,"36987-2980-4",1972,8
1013878,"36987-2981-1",1972,8
1013878,"36987-2981-2",1972,8
1013878,"36987-2981-3",1972,8
1013878,"36987-2981-4",1972,8
1013878,"36987-2982-1",1972,8
1013878,"36987-2982-2",1972,8
1013878,"36987-2982-3",1972,8
1013878,"36987-2982-4",1972,8
1013880,"36987-2983-1",1972,8
1013880,"36987-2983-2",1972,8
1013880,"36987-2983-3",1972,8
1013880,"36987-2983-4",1972,8
1013880,"36987-2984-1",1972,8
1013880,"36987-2984-2",1972,8
1013880,"36987-2984-3",1972,8
1013880,"36987-2984-4",1972,8
1014726,"36987-2985-1",1972,8
1014726,"36987-2985-2",1972,8
1014726,"36987-2985-3",1972,8
1014726,"36987-2985-4",1972,8
852741,"36987-2986-1",1972,8
852741,"36987-2986-2",1972,8
852741,"36987-2986-3",1972,8
852741,"36987-2986-4",1972,8
852741,"36987-2987-1",1972,8
852741,"36987-2987-2",1972,8
852741,"36987-2987-3",1972,8
852741,"36987-2987-4",1972,8
900763,"36987-2988-1",1972,8
900763,"36987-2988-2",1972,8
900763,"36987-2988-3",1972,8
900763,"36987-2988-4",1972,8
1014349,"36987-2989-1",1972,8
1014349,"36987-2989-2",1972,8
1014349,"36987-2989-3",1972,8
1014349,"36987-2989-4",1972,8
1014349,"36987-2990-1",1972,8
1014349,"36987-2990-2",1972,8
1014349,"36987-2990-3",1972,8
1014349,"36987-2990-4",1972,8
1014357,"36987-2991-1",1972,8
1014357,"36987-2991-2",1972,8
1014357,"36987-2991-3",1972,8
1014357,"36987-2991-4",1972,8
1014357,"36987-2992-1",1972,8
1014357,"36987-2992-2",1972,8
1014357,"36987-2992-3",1972,8
1014357,"36987-2992-4",1972,8
1014359,"36987-2993-1",1972,8
1014359,"36987-2993-2",1972,8
1014359,"36987-2993-3",1972,8
1014359,"36987-2993-4",1972,8
900746,"36987-2994-1",1972,8
900746,"36987-2994-2",1972,8
900746,"36987-2994-3",1972,8
900746,"36987-2994-4",1972,8
900746,"36987-2995-1",1972,8
900746,"36987-2995-2",1972,8
900746,"36987-2995-3",1972,8
900746,"36987-2995-4",1972,8
900749,"36987-2996-1",1972,8
900749,"36987-2996-2",1972,8
900749,"36987-2996-3",1972,8
900749,"36987-2996-4",1972,8
900718,"36987-2997-1",1972,8
900718,"36987-2997-2",1972,8
900718,"36987-2997-3",1972,8
900718,"36987-2997-4",1972,8
900718,"36987-2998-1",1972,8
900718,"36987-2998-2",1972,8
900718,"36987-2998-3",1972,8
900718,"36987-2998-4",1972,8
900720,"36987-2999-1",1972,8
900720,"36987-2999-2",1972,8
900720,"36987-2999-3",1972,8
900720,"36987-2999-4",1972,8
900720,"36987-3000-1",1972,8
900720,"36987-3000-2",1972,8
900720,"36987-3000-3",1972,8
900720,"36987-3000-4",1972,8
900722,"36987-3001-1",1972,8
900722,"36987-3001-2",1972,8
900722,"36987-3001-3",1972,8
900722,"36987-3001-4",1972,8
852712,"36987-3002-1",1972,8
852712,"36987-3002-2",1972,8
852712,"36987-3002-3",1972,8
852712,"36987-3002-4",1972,8
852712,"36987-3003-1",1972,8
852712,"36987-3003-2",1972,8
852712,"36987-3003-3",1972,8
852712,"36987-3003-4",1972,8
900716,"36987-3004-1",1972,8
900716,"36987-3004-2",1972,8
900716,"36987-3004-3",1972,8
900716,"36987-3004-4",1972,8
900955,"36987-3005-1",1972,8
900955,"36987-3005-2",1972,8
900955,"36987-3005-3",1972,8
900955,"36987-3005-4",1972,8
900955,"36987-3006-1",1972,8
900955,"36987-3006-2",1972,8
900955,"36987-3006-3",1972,8
900955,"36987-3006-4",1972,8
900957,"36987-3007-1",1972,8
900957,"36987-3007-2",1972,8
900957,"36987-3007-3",1972,8
900957,"36987-3007-4",1972,8
900957,"36987-3008-1",1972,8
900957,"36987-3008-2",1972,8
900957,"36987-3008-3",1972,8
900957,"36987-3008-4",1972,8
900960,"36987-3009-1",1972,8
900960,"36987-3009-2",1972,8
900960,"36987-3009-3",1972,8
900960,"36987-3009-4",1972,8
852351,"36987-3010-1",1972,8
852351,"36987-3010-2",1972,8
852351,"36987-3010-3",1972,8
852351,"36987-3010-4",1972,8
852351,"36987-3011-1",1972,8
852351,"36987-3011-2",1972,8
852351,"36987-3011-3",1972,8
852351,"36987-3011-4",1972,8
900950,"36987-3012-1",1972,8
900950,"36987-3012-2",1972,8
900950,"36987-3012-3",1972,8
900950,"36987-3012-4",1972,8
898415,"36987-3013-1",1972,8
898415,"36987-3013-2",1972,8
898415,"36987-3013-3",1972,8
898415,"36987-3013-4",1972,8
898415,"36987-3014-1",1972,8
898415,"36987-3014-2",1972,8
898415,"36987-3014-3",1972,8
898415,"36987-3014-4",1972,8
1044512,"36987-3015-1",1972,8
1044512,"36987-3015-2",1972,8
1044512,"36987-3015-3",1972,8
1044512,"36987-3015-4",1972,8
1044512,"36987-3016-1",1972,8
1044512,"36987-3016-2",1972,8
1044512,"36987-3016-3",1972,8
1044512,"36987-3016-4",1972,8
1115835,"36987-3017-1",1972,8
1115835,"36987-3017-2",1972,8
1115835,"36987-3017-3",1972,8
1115835,"36987-3017-4",1972,8
852385,"36987-3018-1",1972,8
852385,"36987-3018-2",1972,8
852385,"36987-3018-3",1972,8
852385,"36987-3018-4",1972,8
852385,"36987-3019-1",1972,8
852385,"36987-3019-2",1972,8
852385,"36987-3019-3",1972,8
852385,"36987-3019-4",1972,8
1044510,"36987-3020-1",1972,8
1044510,"36987-3020-2",1972,8
1044510,"36987-3020-3",1972,8
1044510,"36987-3020-4",1972,8
1014266,"36987-3021-1",1972,8
1014266,"36987-3021-2",1972,8
1014266,"36987-3021-3",1972,8
1014266,"36987-3021-4",1972,8
1014266,"36987-3022-1",1972,8
1014266,"36987-3022-2",1972,8
1014266,"36987-3022-3",1972,8
1014266,"36987-3022-4",1972,8
1014268,"36987-3023-1",1972,8
1014268,"36987-3023-2",1972,8
1014268,"36987-3023-3",1972,8
1014268,"36987-3023-4",1972,8
1014268,"36987-3024-1",1972,8
1014268,"36987-3024-2",1972,8
1014268,"36987-3024-3",1972,8
1014268,"36987-3024-4",1972,8
1014307,"36987-3025-1",1972,8
1014307,"36987-3025-2",1972,8
1014307,"36987-3025-3",1972,8
1014307,"36987-3025-4",1972,8
852625,"36987-3026-1",1972,8
852625,"36987-3026-2",1972,8
852625,"36987-3026-3",1972,8
852625,"36987-3026-4",1972,8
852625,"36987-3027-1",1972,8
852625,"36987-3027-2",1972,8
852625,"36987-3027-3",1972,8
852625,"36987-3027-4",1972,8
1014235,"36987-3028-1",1972,8
1014235,"36987-3028-2",1972,8
1014235,"36987-3028-3",1972,8
1014235,"36987-3028-4",1972,8
899982,"36987-3029-1",1972,8
899982,"36987-3029-2",1972,8
899982,"36987-3029-3",1972,8
899982,"36987-3029-4",1972,8
899982,"36987-3030-1",1972,8
899982,"36987-3030-2",1972,8
899982,"36987-3030-3",1972,8
899982,"36987-3030-4",1972,8
899984,"36987-3031-1",1972,8
899984,"36987-3031-2",1972,8
899984,"36987-3031-3",1972,8
899984,"36987-3031-4",1972,8
899984,"36987-3032-1",1972,8
899984,"36987-3032-2",1972,8
899984,"36987-3032-3",1972,8
899984,"36987-3032-4",1972,8
900006,"36987-3033-1",1972,8
900006,"36987-3033-2",1972,8
900006,"36987-3033-3",1972,8
900006,"36987-3033-4",1972,8
852370,"36987-3034-1",1972,8
852370,"36987-3034-2",1972,8
852370,"36987-3034-3",1972,8
852370,"36987-3034-4",1972,8
852370,"36987-3035-1",1972,8
852370,"36987-3035-2",1972,8
852370,"36987-3035-3",1972,8
852370,"36987-3035-4",1972,8
899980,"36987-3036-1",1972,8
899980,"36987-3036-2",1972,8
899980,"36987-3036-3",1972,8
899980,"36987-3036-4",1972,8
1014309,"36987-3037-1",1972,8
1014309,"36987-3037-2",1972,8
1014309,"36987-3037-3",1972,8
1014309,"36987-3037-4",1972,8
1014309,"36987-3038-1",1972,8
1014309,"36987-3038-2",1972,8
1014309,"36987-3038-3",1972,8
1014309,"36987-3038-4",1972,8
1014311,"36987-3039-1",1972,8
1014311,"36987-3039-2",1972,8
1014311,"36987-3039-3",1972,8
1014311,"36987-3039-4",1972,8
1014311,"36987-3040-1",1972,8
1014311,"36987-3040-2",1972,8
1014311,"36987-3040-3",1972,8
1014311,"36987-3040-4",1972,8
1014313,"36987-3041-1",1972,8
1014313,"36987-3041-2",1972,8
1014313,"36987-3041-3",1972,8
1014313,"36987-3041-4",1972,8
852630,"36987-3042-1",1972,8
852630,"36987-3042-2",1972,8
852630,"36987-3042-3",1972,8
852630,"36987-3042-4",1972,8
852630,"36987-3043-1",1972,8
852630,"36987-3043-2",1972,8
852630,"36987-3043-3",1972,8
852630,"36987-3043-4",1972,8
898002,"36987-3044-1",1972,8
898002,"36987-3044-2",1972,8
898002,"36987-3044-3",1972,8
898002,"36987-3044-4",1972,8
898398,"36987-3045-1",1972,8
898398,"36987-3045-2",1972,8
898398,"36987-3045-3",1972,8
898398,"36987-3045-4",1972,8
898398,"36987-3046-1",1972,8
898398,"36987-3046-2",1972,8
898398,"36987-3046-3",1972,8
898398,"36987-3046-4",1972,8
1013942,"36987-3047-1",1972,8
1013942,"36987-3047-2",1972,8
1013942,"36987-3047-3",1972,8
1013942,"36987-3047-4",1972,8
1013942,"36987-3048-1",1972,8
1013942,"36987-3048-2",1972,8
1013942,"36987-3048-3",1972,8
1013942,"36987-3048-4",1972,8
1193026,"36987-3049-1",1972,8
1193026,"36987-3049-2",1972,8
1193026,"36987-3049-3",1972,8
1193026,"36987-3049-4",1972,8
852749,"36987-3050-1",1972,8
852749,"36987-3050-2",1972,8
852749,"36987-3050-3",1972,8
852749,"36987-3050-4",1972,8
852749,"36987-3051-1",1972,8
852749,"36987-3051-2",1972,8
852749,"36987-3051-3",1972,8
852749,"36987-3051-4",1972,8
900799,"36987-3052-1",1972,8
900799,"36987-3052-2",1972,8
900799,"36987-3052-3",1972,8
900799,"36987-3052-4",1972,8
898400,"36987-3053-1",1972,8
898400,"36987-3053-2",1972,8
898400,"36987-3053-3",1972,8
898400,"36987-3053-4",1972,8
898400,"36987-3054-1",1972,8
898400,"36987-3054-2",1972,8
898400,"36987-3054-3",1972,8
898400,"36987-3054-4",1972,8
1044490,"36987-3055-1",1972,8
1044490,"36987-3055-2",1972,8
1044490,"36987-3055-3",1972,8
1044490,"36987-3055-4",1972,8
1044490,"36987-3056-1",1972,8
1044490,"36987-3056-2",1972,8
1044490,"36987-3056-3",1972,8
1044490,"36987-3056-4",1972,8
1115829,"36987-3057-1",1972,8
1115829,"36987-3057-2",1972,8
1115829,"36987-3057-3",1972,8
1115829,"36987-3057-4",1972,8
852753,"36987-3058-1",1972,8
852753,"36987-3058-2",1972,8
852753,"36987-3058-3",1972,8
852753,"36987-3058-4",1972,8
852753,"36987-3059-1",1972,8
852753,"36987-3059-2",1972,8
852753,"36987-3059-3",1972,8
852753,"36987-3059-4",1972,8
1044488,"36987-3060-1",1972,8
1044488,"36987-3060-2",1972,8
1044488,"36987-3060-3",1972,8
1044488,"36987-3060-4",1972,8
897980,"36987-3061-1",1972,8
897980,"36987-3061-2",1972,8
897980,"36987-3061-3",1972,8
897980,"36987-3061-4",1972,8
897980,"36987-3062-1",1972,8
897980,"36987-3062-2",1972,8
897980,"36987-3062-3",1972,8
897980,"36987-3062-4",1972,8
1013887,"36987-3063-1",1972,8
1013887,"36987-3063-2",1972,8
1013887,"36987-3063-3",1972,8
1013887,"36987-3063-4",1972,8
1013887,"36987-3064-1",1972,8
1013887,"36987-3064-2",1972,8
1013887,"36987-3064-3",1972,8
1013887,"36987-3064-4",1972,8
1013889,"36987-3065-1",1972,8
1013889,"36987-3065-2",1972,8
1013889,"36987-3065-3",1972,8
1013889,"36987-3065-4",1972,8
852572,"36987-3066-1",1972,8
852572,"36987-3066-2",1972,8
852572,"36987-3066-3",1972,8
852572,"36987-3066-4",1972,8
852572,"36987-3067-1",1972,8
852572,"36987-3067-2",1972,8
852572,"36987-3067-3",1972,8
852572,"36987-3067-4",1972,8
891864,"36987-3068-1",1972,8
891864,"36987-3068-2",1972,8
891864,"36987-3068-3",1972,8
891864,"36987-3068-4",1972,8
884079,"36987-3069-1",1972,8
884079,"36987-3069-2",1972,8
884079,"36987-3069-3",1972,8
884079,"36987-3069-4",1972,8
884079,"36987-3070-1",1972,8
884079,"36987-3070-2",1972,8
884079,"36987-3070-3",1972,8
884079,"36987-3070-4",1972,8
900088,"36987-3071-1",1972,8
900088,"36987-3071-2",1972,8
900088,"36987-3071-3",1972,8
900088,"36987-3071-4",1972,8
900088,"36987-3072-1",1972,8
900088,"36987-3072-2",1972,8
900088,"36987-3072-3",1972,8
900088,"36987-3072-4",1972,8
900091,"36987-3073-1",1972,8
900091,"36987-3073-2",1972,8
900091,"36987-3073-3",1972,8
900091,"36987-3073-4",1972,8
852564,"36987-3074-1",1972,8
852564,"36987-3074-2",1972,8
852564,"36987-3074-3",1972,8
852564,"36987-3074-4",1972,8
852564,"36987-3075-1",1972,8
852564,"36987-3075-2",1972,8
852564,"36987-3075-3",1972,8
852564,"36987-3075-4",1972,8
900085,"36987-3076-1",1972,8
900085,"36987-3076-2",1972,8
900085,"36987-3076-3",1972,8
900085,"36987-3076-4",1972,8
1013900,"36987-3077-1",1972,8
1013900,"36987-3077-2",1972,8
1013900,"36987-3077-3",1972,8
1013900,"36987-3077-4",1972,8
1013900,"36987-3078-1",1972,8
1013900,"36987-3078-2",1972,8
1013900,"36987-3078-3",1972,8
1013900,"36987-3078-4",1972,8
1013902,"36987-3079-1",1972,8
1013902,"36987-3079-2",1972,8
1013902,"36987-3079-3",1972,8
1013902,"36987-3079-4",1972,8
1013902,"36987-3080-1",1972,8
1013902,"36987-3080-2",1972,8
1013902,"36987-3080-3",1972,8
1013902,"36987-3080-4",1972,8
1013904,"36987-3081-1",1972,8
1013904,"36987-3081-2",1972,8
1013904,"36987-3081-3",1972,8
1013904,"36987-3081-4",1972,8
852580,"36987-3082-1",1972,8
852580,"36987-3082-2",1972,8
852580,"36987-3082-3",1972,8
852580,"36987-3082-4",1972,8
852580,"36987-3083-1",1972,8
852580,"36987-3083-2",1972,8
852580,"36987-3083-3",1972,8
852580,"36987-3083-4",1972,8
1013891,"36987-3084-1",1972,8
1013891,"36987-3084-2",1972,8
1013891,"36987-3084-3",1972,8
1013891,"36987-3084-4",1972,8
884183,"36987-3085-1",1972,8
884183,"36987-3085-2",1972,8
884183,"36987-3085-3",1972,8
884183,"36987-3085-4",1972,8
884183,"36987-3086-1",1972,8
884183,"36987-3086-2",1972,8
884183,"36987-3086-3",1972,8
884183,"36987-3086-4",1972,8
1014335,"36987-3087-1",1972,8
1014335,"36987-3087-2",1972,8
1014335,"36987-3087-3",1972,8
1014335,"36987-3087-4",1972,8
1014335,"36987-3088-1",1972,8
1014335,"36987-3088-2",1972,8
1014335,"36987-3088-3",1972,8
1014335,"36987-3088-4",1972,8
1014337,"36987-3089-1",1972,8
1014337,"36987-3089-2",1972,8
1014337,"36987-3089-3",1972,8
1014337,"36987-3089-4",1972,8
852165,"36987-3090-1",1972,8
852165,"36987-3090-2",1972,8
852165,"36987-3090-3",1972,8
852165,"36987-3090-4",1972,8
852165,"36987-3091-1",1972,8
852165,"36987-3091-2",1972,8
852165,"36987-3091-3",1972,8
852165,"36987-3091-4",1972,8
1014328,"36987-3092-1",1972,8
1014328,"36987-3092-2",1972,8
1014328,"36987-3092-3",1972,8
1014328,"36987-3092-4",1972,8
1014320,"36987-3093-1",1972,8
1014320,"36987-3093-2",1972,8
1014320,"36987-3093-3",1972,8
1014320,"36987-3093-4",1972,8
1014320,"36987-3094-1",1972,8
1014320,"36987-3094-2",1972,8
1014320,"36987-3094-3",1972,8
1014320,"36987-3094-4",1972,8
1014324,"36987-3095-1",1972,8
1014324,"36987-3095-2",1972,8
1014324,"36987-3095-3",1972,8
1014324,"36987-3095-4",1972,8
1014324,"36987-3096-1",1972,8
1014324,"36987-3096-2",1972,8
1014324,"36987-3096-3",1972,8
1014324,"36987-3096-4",1972,8
1014326,"36987-3097-1",1972,8
1014326,"36987-3097-2",1972,8
1014326,"36987-3097-3",1972,8
1014326,"36987-3097-4",1972,8
852173,"36987-3098-1",1972,8
852173,"36987-3098-2",1972,8
852173,"36987-3098-3",1972,8
852173,"36987-3098-4",1972,8
852173,"36987-3099-1",1972,8
852173,"36987-3099-2",1972,8
852173,"36987-3099-3",1972,8
852173,"36987-3099-4",1972,8
1014230,"36987-3100-1",1972,8
1014230,"36987-3100-2",1972,8
1014230,"36987-3100-3",1972,8
1014230,"36987-3100-4",1972,8
901503,"36987-3101-1",1972,8
901503,"36987-3101-2",1972,8
901503,"36987-3101-3",1972,8
901503,"36987-3101-4",1972,8
901503,"36987-3102-1",1972,8
901503,"36987-3102-2",1972,8
901503,"36987-3102-3",1972,8
901503,"36987-3102-4",1972,8
1014222,"36987-3103-1",1972,8
1014222,"36987-3103-2",1972,8
1014222,"36987-3103-3",1972,8
1014222,"36987-3103-4",1972,8
1014222,"36987-3104-1",1972,8
1014222,"36987-3104-2",1972,8
1014222,"36987-3104-3",1972,8
1014222,"36987-3104-4",1972,8
1014225,"36987-3105-1",1972,8
1014225,"36987-3105-2",1972,8
1014225,"36987-3105-3",1972,8
1014225,"36987-3105-4",1972,8
852177,"36987-3106-1",1972,8
852177,"36987-3106-2",1972,8
852177,"36987-3106-3",1972,8
852177,"36987-3106-4",1972,8
852177,"36987-3107-1",1972,8
852177,"36987-3107-2",1972,8
852177,"36987-3107-3",1972,8
852177,"36987-3107-4",1972,8
901500,"36987-3108-1",1972,8
901500,"36987-3108-2",1972,8
901500,"36987-3108-3",1972,8
901500,"36987-3108-4",1972,8
900845,"36987-3109-1",1972,8
900845,"36987-3109-2",1972,8
900845,"36987-3109-3",1972,8
900845,"36987-3109-4",1972,8
900845,"36987-3110-1",1972,8
900845,"36987-3110-2",1972,8
900845,"36987-3110-3",1972,8
900845,"36987-3110-4",1972,8
898422,"36987-3111-1",1972,8
898422,"36987-3111-2",1972,8
898422,"36987-3111-3",1972,8
898422,"36987-3111-4",1972,8
898422,"36987-3112-1",1972,8
898422,"36987-3112-2",1972,8
898422,"36987-3112-3",1972,8
898422,"36987-3112-4",1972,8
900859,"36987-3113-1",1972,8
900859,"36987-3113-2",1972,8
900859,"36987-3113-3",1972,8
900859,"36987-3113-4",1972,8
852366,"36987-3114-1",1972,8
852366,"36987-3114-2",1972,8
852366,"36987-3114-3",1972,8
852366,"36987-3114-4",1972,8
852366,"36987-3115-1",1972,8
852366,"36987-3115-2",1972,8
852366,"36987-3115-3",1972,8
852366,"36987-3115-4",1972,8
900843,"36987-3116-1",1972,8
900843,"36987-3116-2",1972,8
900843,"36987-3116-3",1972,8
900843,"36987-3116-4",1972,8
1232567,"36987-3117-1",1972,8
1232567,"36987-3117-2",1972,8
1232567,"36987-3117-3",1972,8
1232567,"36987-3117-4",1972,8
1232567,"36987-3118-1",1972,8
1232567,"36987-3118-2",1972,8
1232567,"36987-3118-3",1972,8
1232567,"36987-3118-4",1972,8
1232570,"36987-3119-1",1972,8
1232570,"36987-3119-2",1972,8
1232570,"36987-3119-3",1972,8
1232570,"36987-3119-4",1972,8
1232570,"36987-3120-1",1972,8
1232570,"36987-3120-2",1972,8
1232570,"36987-3120-3",1972,8
1232570,"36987-3120-4",1972,8
1014765,"36987-3121-1",1972,8
1014765,"36987-3121-2",1972,8
1014765,"36987-3121-3",1972,8
1014765,"36987-3121-4",1972,8
852379,"36987-3122-1",1972,8
852379,"36987-3122-2",1972,8
852379,"36987-3122-3",1972,8
852379,"36987-3122-4",1972,8
852379,"36987-3123-1",1972,8
852379,"36987-3123-2",1972,8
852379,"36987-3123-3",1972,8
852379,"36987-3123-4",1972,8
1232565,"36987-3124-1",1972,8
1232565,"36987-3124-2",1972,8
1232565,"36987-3124-3",1972,8
1232565,"36987-3124-4",1972,8
1013980,"36987-3125-1",1972,8
1013980,"36987-3125-2",1972,8
1013980,"36987-3125-3",1972,8
1013980,"36987-3125-4",1972,8
1013980,"36987-3126-1",1972,8
1013980,"36987-3126-2",1972,8
1013980,"36987-3126-3",1972,8
1013980,"36987-3126-4",1972,8
1013972,"36987-3127-1",1972,8
1013972,"36987-3127-2",1972,8
1013972,"36987-3127-3",1972,8
1013972,"36987-3127-4",1972,8
1013972,"36987-3128-1",1972,8
1013972,"36987-3128-2",1972,8
1013972,"36987-3128-3",1972,8
1013972,"36987-3128-4",1972,8
1013974,"36987-3129-1",1972,8
1013974,"36987-3129-2",1972,8
1013974,"36987-3129-3",1972,8
1013974,"36987-3129-4",1972,8
