"RXCUI","NDC","YEAR","MONTH"
895034,"0268-0618-10",1965,1
895038,"0268-0619-10",1965,1
895038,"0268-0619-50",1965,1
895050,"0268-0620-10",1965,1
895050,"0268-0620-50",1965,1
895302,"0268-0621-10",1965,1
895302,"0268-0621-50",1965,1
894990,"0268-0622-10",1965,1
894996,"0268-0623-10",1965,1
894993,"0268-0624-05",1965,1
894993,"0268-0624-50",1965,1
895002,"0268-0625-50",1965,1
895300,"0268-0626-10",1965,1
895300,"0268-0626-50",1965,1
895008,"0268-0627-50",1965,1
852482,"0268-0628-10",1965,1
852482,"0268-0628-30",1965,1
852482,"0268-0628-50",1965,1
895468,"0268-0629-10",1965,1
895468,"0268-0629-50",1965,1
895470,"0268-0630-10",1965,1
895459,"0268-0631-10",1965,1
895459,"0268-0631-50",1965,1
895466,"0268-0632-10",1965,1
904965,"0268-0635-10",1965,1
904965,"0268-0635-50",1965,1
895187,"0268-0638-10",1965,1
895187,"0268-0638-50",1965,1
895189,"0268-0639-05",1965,1
1098356,"0268-0642-10",1965,1
1098356,"0268-0642-50",1965,1
1046207,"0268-0645-10",1965,1
967973,"0268-0646-50",1998,2
967006,"0268-0649-10",1965,1
967004,"0268-0651-10",1965,1
967004,"0268-0651-50",1965,1
967008,"0268-0652-10",1965,1
852301,"0268-0653-10",1965,1
852301,"0268-0653-50",1965,1
895478,"0268-0654-10",1965,1
895061,"0268-0655-30",1965,1
895061,"0268-0655-50",1965,1
852482,"0268-0656-10",1965,1
852482,"0268-0656-50",1965,1
905264,"0268-0705-10",1965,1
905267,"0268-0706-10",1965,1
905267,"0268-0706-50",1965,1
905261,"0268-0707-10",1965,1
905261,"0268-0707-50",1965,1
966803,"0268-0708-10",1965,1
966739,"0268-0709-10",1965,1
966779,"0268-0710-10",1965,1
966707,"0268-0711-05",1965,1
905279,"0268-0714-10",1965,1
905279,"0268-0714-50",1965,1
1191203,"0268-0715-10",1965,1
1191201,"0268-0716-10",1965,1
966824,"0268-0717-10",1965,1
905290,"0268-0718-10",1965,1
905294,"0268-0719-10",1965,1
905294,"0268-0719-50",1965,1
1191199,"0268-0720-05",1965,1
1191204,"0268-0721-05",1965,1
968004,"0268-0722-10",1965,1
968012,"0268-0724-10",1965,1
905079,"0268-0800-10",1965,1
905077,"0268-0801-10",1965,1
905077,"0268-0801-50",1965,1
905081,"0268-0802-50",1965,1
905079,"0268-0803-10",1965,1
905079,"0268-0803-50",1965,1
867127,"0268-0805-10",1965,1
901848,"0268-0806-10",1965,1
902638,"0268-0807-10",1965,1
902638,"0268-0807-50",1965,1
1000163,"0268-0808-10",1965,1
1000163,"0268-0808-50",1965,1
307874,"0268-0809-10",1965,1
307874,"0268-0809-50",1965,1
1191183,"0268-0810-10",1965,1
966656,"0268-0811-50",1965,1
968512,"0268-0812-05",1965,1
968512,"0268-0812-50",1965,1
966658,"0268-0813-05",1965,1
901848,"0268-0814-05",1965,1
902638,"0268-0815-10",1965,1
902638,"0268-0815-50",1965,1
1000163,"0268-0816-10",1965,1
1000163,"0268-0816-50",1965,1
968534,"0268-0817-10",1965,1
968534,"0268-0817-30",1965,1
968534,"0268-0817-50",1965,1
867153,"0268-0818-10",1965,1
867153,"0268-0818-50",1965,1
968540,"0268-0819-10",1965,1
968540,"0268-0819-50",1965,1
867151,"0268-0820-10",1965,1
968526,"0268-0821-10",1965,1
968528,"0268-0822-10",1965,1
968520,"0268-0823-05",1965,1
968514,"0268-0824-05",1965,1
968534,"0268-0825-10",1965,1
968534,"0268-0825-50",1965,1
867153,"0268-0826-10",1965,1
867153,"0268-0826-50",1965,1
999402,"0268-0827-10",1965,1
999402,"0268-0827-50",1965,1
999400,"0268-0828-10",1965,1
999400,"0268-0828-50",1965,1
1006305,"0268-0829-50",1965,1
999402,"0268-0830-10",1965,1
999402,"0268-0830-50",1965,1
999425,"0268-0832-10",1965,1
999425,"0268-0832-30",1965,1
999425,"0268-0832-50",1965,1
999418,"0268-0833-10",1965,1
999418,"0268-0833-50",1965,1
1012049,"0268-0834-10",1965,1
1012049,"0268-0834-50",1965,1
999425,"0268-0835-10",1965,1
999425,"0268-0835-50",1965,1
999418,"0268-0836-10",1965,1
999418,"0268-0836-50",1965,1
999427,"0268-0837-10",1965,1
999427,"0268-0837-50",1965,1
1012320,"0268-0838-50",1965,1
867175,"0268-0839-10",1965,1
999427,"0268-0840-10",1965,1
999427,"0268-0840-50",1965,1
867175,"0268-0841-50",1965,1
968542,"0268-0842-10",1965,1
966666,"0268-0843-10",1965,1
966666,"0268-0843-50",1965,1
867181,"0268-0844-10",1965,1
867181,"0268-0844-50",1965,1
966668,"0268-0845-10",1965,1
966668,"0268-0845-50",1965,1
867179,"0268-0846-10",1965,1
966664,"0268-0847-10",1965,1
967030,"0268-0848-05",1965,1
966666,"0268-0849-10",1965,1
966666,"0268-0849-50",1965,1
867181,"0268-0850-10",1965,1
967045,"0268-0851-10",1965,1
967045,"0268-0851-50",1965,1
967047,"0268-0852-10",1965,1
967047,"0268-0852-50",1965,1
967045,"0268-0853-10",1965,1
967045,"0268-0853-50",1965,1
967057,"0268-0855-10",1965,1
967057,"0268-0855-50",1965,1
967055,"0268-0856-10",1965,1
967055,"0268-0856-50",1965,1
967059,"0268-0857-10",1965,1
967059,"0268-0857-50",1965,1
1191236,"0268-0858-10",1965,1
1191233,"0268-0859-50",1965,1
1191226,"0268-0860-50",1965,1
967057,"0268-0861-10",1965,1
967057,"0268-0861-50",1965,1
1191244,"0268-0863-10",1965,1
1191244,"0268-0863-50",1965,1
1191247,"0268-0864-10",1965,1
1191247,"0268-0864-50",1965,1
1191249,"0268-0865-10",1965,1
1191249,"0268-0865-50",1965,1
867205,"0268-0866-10",1965,1
1191240,"0268-0867-10",1965,1
1191242,"0268-0868-05",1965,1
1191242,"0268-0868-10",1965,1
1191238,"0268-0869-05",1965,1
1191244,"0268-0870-10",1965,1
1191244,"0268-0870-50",1965,1
1191247,"0268-0871-10",1965,1
1191247,"0268-0871-50",1965,1
999432,"0268-0878-10",1965,1
999432,"0268-0878-50",1965,1
1012053,"0268-0879-10",1965,1
1012053,"0268-0879-50",1965,1
999430,"0268-0880-10",1965,1
999430,"0268-0880-50",1965,1
1191252,"0268-0881-05",1965,1
999432,"0268-0882-10",1965,1
999432,"0268-0882-50",1965,1
999430,"0268-0883-10",1965,1
999449,"0268-0884-10",1965,1
999449,"0268-0884-30",1965,1
999449,"0268-0884-50",1965,1
999447,"0268-0885-10",1965,1
999447,"0268-0885-50",1965,1
1012037,"0268-0886-10",1965,1
1012037,"0268-0886-50",1965,1
867213,"0268-0887-10",1965,1
1192813,"0268-0888-10",1965,1
1192815,"0268-0889-10",1965,1
1192802,"0268-0890-10",1965,1
1192800,"0268-0891-05",1965,1
999449,"0268-0892-10",1965,1
999449,"0268-0892-50",1965,1
999447,"0268-0893-10",1965,1
966899,"0268-0894-10",1965,1
966899,"0268-0894-50",1965,1
966897,"0268-0895-10",1965,1
966897,"0268-0895-50",1965,1
966924,"0268-0896-10",1965,1
966924,"0268-0896-50",1965,1
867231,"0268-0897-10",1965,1
966893,"0268-0898-10",1965,1
966895,"0268-0899-05",1965,1
966895,"0268-0899-10",1965,1
966891,"0268-0900-05",1965,1
966899,"0268-0901-10",1965,1
966899,"0268-0901-50",1965,1
966897,"0268-0902-10",1965,1
966897,"0268-0902-50",1965,1
966940,"0268-0903-50",1965,1
966936,"0268-0904-10",1965,1
966938,"0268-0905-10",1965,1
966938,"0268-0906-50",1965,1
967904,"0268-0911-10",1965,1
967904,"0268-0911-50",1965,1
967872,"0268-0912-10",1965,1
967872,"0268-0912-50",1965,1
967910,"0268-0913-10",1965,1
967910,"0268-0913-50",1965,1
967904,"0268-0914-10",1965,1
967904,"0268-0914-50",1965,1
967872,"0268-0915-10",1965,1
967872,"0268-0915-50",1965,1
967955,"0268-0916-10",1965,1
967955,"0268-0916-50",1965,1
967953,"0268-0917-10",1965,1
967953,"0268-0917-50",1965,1
967932,"0268-0918-05",1965,1
967953,"0268-0919-10",1965,1
967953,"0268-0919-50",1965,1
967951,"0268-0920-50",1965,1
966954,"0268-0921-10",1965,1
966954,"0268-0921-50",1965,1
966952,"0268-0922-10",1965,1
966952,"0268-0922-50",1965,1
966960,"0268-0923-10",1965,1
966960,"0268-0923-50",1965,1
966950,"0268-0924-10",1965,1
966948,"0268-0925-05",1965,1
966954,"0268-0926-10",1965,1
966954,"0268-0926-50",1965,1
966970,"0268-0928-10",1965,1
966970,"0268-0928-50",1965,1
966972,"0268-0929-10",1965,1
966972,"0268-0929-50",1965,1
966968,"0268-0930-10",1965,1
966968,"0268-0930-50",1965,1
966964,"0268-0931-05",1965,1
966970,"0268-0932-10",1965,1
966970,"0268-0932-50",1965,1
966968,"0268-0933-10",1965,1
999498,"0268-0934-10",1965,1
999498,"0268-0934-50",1965,1
307937,"0268-0935-10",1965,1
307937,"0268-0935-50",1965,1
1012174,"0268-0936-10",1965,1
1012174,"0268-0936-50",1965,1
999498,"0268-0937-10",1965,1
999498,"0268-0937-50",1965,1
967527,"0268-0939-10",1965,1
967527,"0268-0939-50",1965,1
967516,"0268-0940-10",1965,1
967520,"0268-0941-10",1965,1
967520,"0268-0942-50",1965,1
967520,"0268-0943-10",1965,1
967520,"0268-0943-50",1965,1
967516,"0268-0944-50",1965,1
852041,"0268-0945-10",1965,1
852041,"0268-0945-50",1965,1
889542,"0268-0946-50",1965,1
968440,"0268-0952-10",1965,1
968440,"0268-0952-50",1965,1
968167,"0268-0955-10",1965,1
968167,"0268-0955-50",1965,1
968164,"0268-0956-10",1965,1
968164,"0268-0956-50",1965,1
968179,"0268-0957-10",1965,1
968179,"0268-0957-50",1965,1
968156,"0268-0958-05",1965,1
968167,"0268-0959-10",1965,1
968167,"0268-0959-50",1965,1
889579,"0268-0961-10",1965,1
889579,"0268-0961-50",1965,1
889577,"0268-0962-10",1965,1
889577,"0268-0962-50",1965,1
889585,"0268-0963-10",1965,1
968409,"0268-0965-05",1965,1
889579,"0268-0966-10",1965,1
889585,"0268-0967-10",1965,1
889585,"0268-0967-50",1965,1
999503,"0268-0968-10",1965,1
999501,"0268-0969-10",1965,1
999443,"0268-0971-10",1965,1
968819,"0268-1000-10",1965,1
968819,"0268-1000-50",1965,1
851735,"0268-1001-10",1965,1
851735,"0268-1001-50",1965,1
851893,"0268-1004-10",1965,1
851893,"0268-1004-50",1965,1
895683,"0268-1007-10",1965,1
895683,"0268-1007-50",1965,1
851905,"0268-1008-10",1965,1
851905,"0268-1008-50",1965,1
895687,"0268-1009-10",1965,1
895687,"0268-1009-50",1965,1
898010,"0268-1012-10",1965,1
898010,"0268-1012-50",1965,1
1115827,"0268-1013-10",1965,1
900066,"0268-1016-50",1965,1
852499,"0268-1017-05",1965,1
852499,"0268-1017-10",1965,1
852499,"0268-1017-50",1965,1
307966,"0268-1018-10",1965,1
1192839,"0268-1021-05",1965,1
883406,"0268-1022-10",1965,1
883406,"0268-1022-50",1965,1
852453,"0268-1023-10",1965,1
852453,"0268-1023-50",1965,1
900042,"0268-1024-10",1965,1
900042,"0268-1024-50",1965,1
897859,"0268-1025-10",1965,1
900040,"0268-1026-10",1965,1
1012218,"0268-1029-10",1965,1
1012218,"0268-1029-50",1965,1
852342,"0268-1030-10",1965,1
852342,"0268-1030-50",1965,1
1115965,"0268-1033-05",1965,1
898132,"0268-1034-10",1965,1
898132,"0268-1034-50",1965,1
852676,"0268-1035-10",1965,1
852676,"0268-1035-50",1965,1
992850,"0268-1036-10",1965,1
992850,"0268-1036-50",1965,1
898134,"0268-1037-10",1965,1
898136,"0268-1038-10",1965,1
1044472,"0268-1041-10",1965,1
1044472,"0268-1041-50",1965,1
898012,"0268-1042-10",1965,1
898012,"0268-1042-50",1965,1
1044486,"0268-1043-10",1965,1
900024,"0268-1046-10",1965,1
900024,"0268-1046-50",1965,1
852422,"0268-1047-10",1965,1
852422,"0268-1047-50",1965,1
900036,"0268-1048-10",1965,1
900036,"0268-1048-50",1965,1
900030,"0268-1049-10",1965,1
899555,"0268-1056-10",1965,1
899555,"0268-1056-50",1965,1
899563,"0268-1057-10",1965,1
899563,"0268-1057-50",1965,1
852147,"0268-1058-10",1965,1
1115814,"0268-1059-50",1965,1
899566,"0268-1062-10",1965,1
899566,"0268-1062-50",1965,1
852151,"0268-1063-10",1965,1
852151,"0268-1063-50",1965,1
897345,"0268-1064-50",1965,1
899570,"0268-1065-10",1965,1
899572,"0268-1066-10",1965,1
899572,"0268-1066-50",1965,1
899555,"0268-1069-10",1965,1
899555,"0268-1069-50",1965,1
852147,"0268-1070-10",1965,1
852147,"0268-1070-50",1965,1
1191197,"0268-1071-50",1965,1
1115857,"0268-1072-50",1965,1
899563,"0268-1073-10",1965,1
899563,"0268-1073-50",1965,1
1044492,"0268-1076-50",1965,1
898407,"0268-1077-50",1965,1
883495,"0268-1080-10",1965,1
883495,"0268-1080-50",1965,1
851743,"0268-1081-10",1965,1
851743,"0268-1081-50",1965,1
895396,"0268-1082-10",1965,1
895396,"0268-1082-50",1965,1
883499,"0268-1083-10",1965,1
897355,"0268-1086-10",1965,1
897355,"0268-1086-50",1965,1
852220,"0268-1087-10",1965,1
852220,"0268-1087-50",1965,1
897357,"0268-1088-30",1975,1
899592,"0268-1089-50",1965,1
851929,"0268-1092-10",1965,1
851929,"0268-1092-50",1965,1
895714,"0268-1093-10",1965,1
895714,"0268-1093-50",1965,1
895725,"0268-1094-50",1965,1
897982,"0268-1097-10",1965,1
897982,"0268-1097-50",1965,1
852584,"0268-1098-10",1965,1
852584,"0268-1098-50",1965,1
1043675,"0268-1099-10",1965,1
1043675,"0268-1099-50",1965,1
897984,"0268-1102-10",1965,1
897984,"0268-1102-50",1965,1
852612,"0268-1103-10",1965,1
852612,"0268-1103-50",1965,1
1115945,"0268-1104-50",1965,1
1115941,"0268-1105-50",1965,1
900118,"0268-1106-10",1965,1
900118,"0268-1106-50",1965,1
1115943,"0268-1107-05",1965,1
1115853,"0268-1110-10",1965,1
1115853,"0268-1110-50",1965,1
1115851,"0268-1111-10",1965,1
1115851,"0268-1111-50",1965,1
1115849,"0268-1112-10",1965,1
1115849,"0268-1112-50",1965,1
902218,"0268-1113-10",1965,1
1115918,"0268-1114-10",1965,1
1116132,"0268-1115-10",1965,1
1115845,"0268-1116-10",1965,1
1115847,"0268-1117-10",1965,1
889534,"0268-1120-10",1965,1
889534,"0268-1120-50",1965,1
852018,"0268-1121-10",1965,1
852018,"0268-1121-50",1965,1
889527,"0268-1122-10",1965,1
1006494,"0268-1123-05",1965,1
900843,"0268-1126-10",1965,1
900843,"0268-1126-50",1965,1
852366,"0268-1127-10",1965,1
852366,"0268-1127-50",1965,1
898422,"0268-1128-10",1965,1
898422,"0268-1128-50",1965,1
900859,"0268-1129-10",1965,1
900859,"0268-1129-50",1965,1
1232572,"0268-1130-05",1965,1
900922,"0268-1133-50",1965,1
852358,"0268-1134-10",1965,1
900942,"0268-1135-50",1965,1
900885,"0268-1138-50",1965,1
867300,"0268-1139-10",1965,1
867300,"0268-1139-50",1965,1
899964,"0268-1142-50",1965,1
852817,"0268-1143-10",1965,1
852817,"0268-1143-50",1965,1
1044359,"0268-1146-10",1965,1
1044359,"0268-1146-50",1965,1
1013964,"0268-1147-10",1965,1
1013964,"0268-1147-50",1965,1
1232629,"0268-1148-05",1965,1
1735534,"0268-1150-10",1965,1
1735534,"0268-1150-50",1998,2
901035,"0268-1151-10",1965,1
901035,"0268-1151-50",1965,1
852216,"0268-1152-10",1965,1
852216,"0268-1152-50",1965,1
901477,"0268-1153-10",1965,1
901477,"0268-1153-50",1965,1
901473,"0268-1154-10",1965,1
901475,"0268-1155-10",1965,1
901475,"0268-1155-50",1965,1
1232603,"0268-1156-50",1965,1
901490,"0268-1159-10",1965,1
901490,"0268-1159-50",1965,1
852212,"0268-1160-10",1965,1
852212,"0268-1160-50",1965,1
901495,"0268-1161-10",1965,1
901495,"0268-1161-50",1965,1
897508,"0268-1164-10",1965,1
897508,"0268-1164-50",1965,1
897506,"0268-1165-10",1965,1
897506,"0268-1165-50",1965,1
883416,"0268-1168-10",1965,1
883416,"0268-1168-50",1965,1
852057,"0268-1169-10",1965,1
852057,"0268-1169-50",1965,1
889556,"0268-1170-10",1965,1
889556,"0268-1170-50",1965,1
1232655,"0268-1171-50",1965,1
1232648,"0268-1172-50",1965,1
889558,"0268-1173-10",1965,1
1232650,"0268-1174-05",1965,1
1044396,"0268-1177-50",1965,1
1014194,"0268-1178-50",1965,1
1299994,"0268-1181-10",1965,1
1299994,"0268-1181-50",1965,1
852847,"0268-1182-10",1965,1
852847,"0268-1182-50",1965,1
1115271,"0268-1185-50",1965,1
1115265,"0268-1186-10",1965,1
1115265,"0268-1186-50",1965,1
1115276,"0268-1187-10",1965,1
1115278,"0268-1188-10",1965,1
1006361,"0268-1191-50",1965,1
995746,"0268-1192-10",1965,1
995746,"0268-1192-50",1965,1
1006363,"0268-1193-50",1965,1
1006365,"0268-1194-10",1965,1
1006367,"0268-1195-10",1965,1
1006367,"0268-1195-50",1965,1
897370,"0268-1198-10",1965,1
897370,"0268-1198-50",1965,1
852327,"0268-1199-10",1965,1
852327,"0268-1199-50",1965,1
1116130,"0268-1200-05",1965,1
899958,"0268-1203-50",1965,1
852284,"0268-1204-10",1965,1
852284,"0268-1204-50",1965,1
899960,"0268-1205-10",1965,1
899962,"0268-1206-10",1965,1
889671,"0268-1214-10",1965,1
889671,"0268-1214-50",1965,1
852139,"0268-1215-10",1965,1
852139,"0268-1215-50",1965,1
889664,"0268-1216-10",1965,1
889664,"0268-1216-50",1965,1
1232625,"0268-1217-50",1965,1
1232619,"0268-1218-50",1965,1
889668,"0268-1219-10",1965,1
1232623,"0268-1220-05",1965,1
1115820,"0268-1223-50",1965,1
852588,"0268-1224-10",1965,1
852588,"0268-1224-50",1965,1
1115822,"0268-1225-10",1965,1
1115822,"0268-1225-50",1965,1
897991,"0268-1232-10",1965,1
897991,"0268-1232-50",1965,1
852596,"0268-1233-10",1965,1
852596,"0268-1233-50",1965,1
897998,"0268-1234-10",1965,1
897998,"0268-1234-50",1965,1
897995,"0268-1235-10",1965,1
897378,"0268-1238-10",1965,1
897378,"0268-1238-50",1965,1
852240,"0268-1239-10",1965,1
852240,"0268-1239-50",1965,1
897384,"0268-1240-10",1965,1
897384,"0268-1240-50",1965,1
897380,"0268-1241-10",1965,1
897382,"0268-1242-10",1965,1
901025,"0268-1245-10",1965,1
895445,"0268-1248-10",1965,1
895445,"0268-1248-50",1965,1
851747,"0268-1249-10",1965,1
851747,"0268-1249-50",1965,1
895598,"0268-1252-10",1965,1
895598,"0268-1252-50",1965,1
895604,"0268-1253-10",1965,1
895604,"0268-1253-50",1965,1
851877,"0268-1254-10",1965,1
851877,"0268-1254-50",1965,1
895602,"0268-1255-10",1965,1
897970,"0268-1258-10",1965,1
897970,"0268-1258-50",1965,1
852554,"0268-1259-10",1965,1
852554,"0268-1259-50",1965,1
897977,"0268-1260-10",1965,1
897977,"0268-1260-50",1965,1
897953,"0268-1263-10",1965,1
897953,"0268-1263-50",1965,1
852535,"0268-1264-10",1965,1
852535,"0268-1264-50",1965,1
897959,"0268-1265-10",1965,1
897959,"0268-1265-50",1965,1
897957,"0268-1266-10",1965,1
968772,"0268-1273-10",1965,1
968772,"0268-1273-50",1965,1
968772,"0268-1274-10",1965,1
968772,"0268-1274-50",1965,1
1014446,"0268-1275-10",1965,1
1014773,"0268-1276-10",1965,1
1014773,"0268-1276-50",1965,1
903916,"0268-1277-10",1965,1
1044298,"0268-1279-10",1965,1
1044298,"0268-1279-50",1965,1
852323,"0268-1280-10",1965,1
852323,"0268-1280-50",1965,1
1045632,"0268-1281-50",1965,1
896275,"0268-1297-10",1965,1
896275,"0268-1297-50",1965,1
852032,"0268-1298-10",1965,1
852032,"0268-1298-50",1965,1
896281,"0268-1299-10",1965,1
896281,"0268-1299-50",1965,1
896277,"0268-1300-10",1965,1
896277,"0268-1300-50",1965,1
896279,"0268-1301-10",1965,1
901487,"0268-1302-06",1998,2
901487,"0268-1302-10",1965,1
901487,"0268-1302-50",1998,2
1014687,"0268-1304-10",1965,1
1014687,"0268-1304-50",1965,1
852683,"0268-1305-10",1965,1
852683,"0268-1305-50",1965,1
1014703,"0268-1306-10",1965,1
1014703,"0268-1306-50",1965,1
1115954,"0268-1307-05",1965,1
1014680,"0268-1310-10",1965,1
1014680,"0268-1310-50",1965,1
852672,"0268-1311-10",1965,1
852672,"0268-1311-50",1965,1
1044305,"0268-1314-10",1965,1
1044305,"0268-1314-50",1965,1
852305,"0268-1315-10",1965,1
852305,"0268-1315-50",1965,1
1013955,"0268-1318-10",1965,1
1013955,"0268-1318-50",1965,1
852271,"0268-1319-10",1965,1
852271,"0268-1319-50",1965,1
901021,"0268-1322-10",1965,1
901021,"0268-1322-50",1965,1
901018,"0268-1323-10",1965,1
901018,"0268-1323-50",1965,1
1232601,"0268-1324-10",1965,1
900976,"0268-1327-10",1965,1
900976,"0268-1327-50",1965,1
852297,"0268-1328-10",1965,1
852297,"0268-1328-50",1965,1
992836,"0268-1329-10",1965,1
992836,"0268-1329-50",1965,1
900981,"0268-1330-10",1965,1
1044320,"0268-1331-10",1965,1
1232578,"0268-1332-50",1965,1
1115960,"0268-1333-05",1965,1
852297,"0268-1336-10",1965,1
852297,"0268-1336-50",1965,1
898024,"0268-1339-10",1965,1
898024,"0268-1339-50",1965,1
852656,"0268-1340-10",1965,1
852656,"0268-1340-50",1965,1
889648,"0268-1347-10",1965,1
889648,"0268-1347-50",1965,1
889650,"0268-1348-10",1965,1
889650,"0268-1348-50",1965,1
897361,"0268-1354-10",1965,1
897361,"0268-1354-50",1965,1
852275,"0268-1355-10",1965,1
852275,"0268-1355-50",1965,1
899678,"0268-1356-10",1965,1
899680,"0268-1357-50",1965,1
1191216,"0268-1358-50",1965,1
852143,"0268-1361-10",1965,1
852143,"0268-1361-50",1965,1
895729,"0268-1364-10",1965,1
895729,"0268-1364-50",1965,1
851933,"0268-1365-10",1965,1
851933,"0268-1365-50",1965,1
895914,"0268-1366-10",1965,1
895914,"0268-1366-50",1965,1
895912,"0268-1367-10",1965,1
1115855,"0268-1368-05",1965,1
896074,"0268-1371-10",1965,1
896074,"0268-1371-50",1965,1
895922,"0268-1372-10",1965,1
895922,"0268-1372-50",1965,1
896080,"0268-1373-10",1965,1
899694,"0268-1376-10",1965,1
899694,"0268-1376-50",1965,1
852232,"0268-1377-10",1965,1
852232,"0268-1377-50",1965,1
899769,"0268-1378-10",1965,1
1191218,"0268-1379-10",1965,1
1191218,"0268-1379-50",1965,1
900763,"0268-1382-10",1965,1
900763,"0268-1382-50",1965,1
852741,"0268-1383-10",1965,1
852741,"0268-1383-50",1965,1
1013880,"0268-1384-10",1965,1
1013878,"0268-1385-10",1965,1
1193020,"0268-1386-05",1965,1
900716,"0268-1389-10",1965,1
900716,"0268-1389-50",1965,1
852712,"0268-1390-10",1965,1
852712,"0268-1390-50",1965,1
898329,"0268-1394-10",1965,1
898329,"0268-1394-50",1965,1
852745,"0268-1395-10",1965,1
852745,"0268-1395-50",1965,1
867289,"0268-1396-10",1965,1
898333,"0268-1397-05",1965,1
898333,"0268-1397-10",1965,1
898335,"0268-1398-10",1965,1
898337,"0268-1399-10",1965,1
898337,"0268-1399-50",1965,1
898339,"0268-1400-10",1965,1
898339,"0268-1400-50",1965,1
898331,"0268-1401-10",1965,1
1115963,"0268-1402-05",1965,1
1044510,"0268-1405-10",1965,1
1044510,"0268-1405-50",1965,1
852385,"0268-1406-10",1965,1
852385,"0268-1406-50",1965,1
1115835,"0268-1407-10",1965,1
1115835,"0268-1407-50",1965,1
1193030,"0268-1408-50",1965,1
1193028,"0268-1409-50",1965,1
1014235,"0268-1412-10",1965,1
1014235,"0268-1412-50",1965,1
852625,"0268-1413-10",1965,1
852625,"0268-1413-50",1965,1
1014266,"0268-1414-10",1965,1
852224,"0268-1415-10",1965,1
1666428,"0268-1416-10",1965,1
1666426,"0268-1417-10",2015,5
1666426,"0268-1417-50",2015,5
900008,"0268-1418-10",1965,1
900008,"0268-1418-50",1965,1
852346,"0268-1419-10",1965,1
900014,"0268-1420-50",1965,1
896120,"0268-1423-10",1965,1
896120,"0268-1423-50",1965,1
851941,"0268-1424-10",1965,1
851941,"0268-1424-50",1965,1
1115808,"0268-1431-50",1965,1
851993,"0268-1432-10",1965,1
885755,"0268-1435-10",1965,1
885755,"0268-1435-50",1965,1
885753,"0268-1436-10",1965,1
885753,"0268-1436-50",1965,1
896179,"0268-1439-10",1965,1
896179,"0268-1439-50",1965,1
852001,"0268-1440-10",1965,1
852001,"0268-1440-50",1965,1
896196,"0268-1441-50",1965,1
896198,"0268-1442-10",1965,1
896160,"0268-1445-10",1965,1
896160,"0268-1445-50",1965,1
851988,"0268-1446-10",1965,1
851988,"0268-1446-50",1965,1
1006353,"0268-1453-10",1965,1
1006353,"0268-1453-50",1965,1
852161,"0268-1454-10",1965,1
852161,"0268-1454-50",1965,1
1006359,"0268-1455-10",1965,1
1006359,"0268-1455-50",1965,1
1006355,"0268-1456-10",1965,1
1232612,"0268-1457-05",1965,1
